Pro_code,Pro_definition,HR,HR_Lower_CI,HR_Upper_CI,HR_p_val,p_val_fdr,p_val_bfi
AARSD1,Alanyl-tRNA editing protein Aarsd1,1.0025044236673697,0.9465102862747063,1.0618110907470464,0.9320249790259693,0.9609249783756117,1.0
ABHD14B,Protein ABHD14B,0.954127786742866,0.9009182922318126,1.010479908427254,0.10874118482699802,0.23959089367755737,1.0
ABL1,Tyrosine-protein kinase ABL1,0.9811908675167526,0.9266876804400462,1.0388996625498612,0.5149175469838193,0.6672492216451087,1.0
ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",0.992456018121574,0.9364319637970607,1.0518318318736801,0.7983907930809877,0.8822097660706081,1.0
ACAN,Aggrecan core protein,0.9755914560253581,0.9181708738797141,1.0366030072898686,0.424617995699221,0.5882728482082957,1.0
ACE2,Angiotensin-converting enzyme 2,1.1472614112422572,1.0798121250085067,1.2189238435484384,8.836585971881241e-06,0.00010342340221489805,0.012927925276862257
ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,0.976306598291932,0.9231016278928044,1.0325781528998146,0.4016508638985765,0.5650146287342476,1.0
ACP5,Tartrate-resistant acid phosphatase type 5,1.06753937055886,1.0049814920059181,1.1339913389036782,0.0339011977705589,0.10205237106651785,1.0
ACP6,Lysophosphatidic acid phosphatase type 6,0.9942264374439399,0.9410788825461895,1.0503755075642687,0.8363425522791419,0.9043378817327307,1.0
ACTA2,"Actin, aortic smooth muscle",1.2330441939264905,1.1570805195432214,1.3139949713923393,1.0668614283938331e-10,5.202727565800593e-09,1.5608182697401778e-07
ACTN4,Alpha-actinin-4,1.0295659254800102,0.9727589208234467,1.0896903356200613,0.31432059396016626,0.4882670440827395,1.0
ACVRL1,Serine/threonine-protein kinase receptor R3,1.185344480226948,1.1168555516505443,1.2580333550995502,2.1500797062211873e-08,5.82512335222518e-07,3.145566610201597e-05
ACY1,Aminoacylase-1,0.9337010240307516,0.877488419783522,0.9935146522972329,0.030361497963766946,0.09430758284711473,1.0
